Analyzing: Layer 9, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_9/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
4238       | B cells (0.35)            | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nuclear pore organization (GO:0006999) (GO_Biological_Process_2021)
4045       | B cells (-0.34)           | oxaloacetate metabolic process (GO:0006107) (GO_Biological_Process_2021)
265        | CD4 T cells (0.36)        | plasma membrane bounded cell projection organization (GO:0120036) (GO_Biological_Process_2021) || protein import into peroxisome matrix (GO:0016558) (GO_Biological_Process_2021)
536        | NK cells (-0.36)          | metaphase/anaphase transition of cell cycle (GO:0044784) (GO_Biological_Process_2021) || metaphase/anaphase transition of mitotic cell cycle (GO:0007091) (GO_Biological_Process_2021) || anaphase-promoting complex (GO:0005680) (GO_Cellular_Component_2021)
305        | CD14+ Monocytes (0.54)    | intraciliary transport involved in cilium assembly (GO:0035735) (GO_Biological_Process_2021) || cytoplasmic dynein complex (GO:0005868) (GO_Cellular_Component_2021)
2200       | CD14+ Monocytes (-0.36)   | arachidonate-CoA ligase activity (GO:0047676) (GO_Molecular_Function_2021) || aldehyde dehydrogenase (NAD+) activity (GO:0004029) (GO_Molecular_Function_2021) || positive regulation of protein sumoylation (GO:0033235) (GO_Biological_Process_2021)
3175       | B cells (-0.49)           | lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021) || dicarboxylic acid metabolic process (GO:0043648) (GO_Biological_Process_2021) || lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021)
5063       | CD14+ Monocytes (-0.60)   | lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021) || tumor necrosis factor receptor superfamily binding (GO:0032813) (GO_Molecular_Function_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021)
3856       | CD14+ Monocytes (-0.53)   | C-C chemokine receptor activity (GO:0016493) (GO_Molecular_Function_2021) || C-C chemokine binding (GO:0019957) (GO_Molecular_Function_2021) || chemokine receptor activity (GO:0004950) (GO_Molecular_Function_2021)
3883       | CD14+ Monocytes (-0.42)   | RNA processing (GO:0006396) (GO_Biological_Process_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021) || mRNA metabolic process (GO:0016071) (GO_Biological_Process_2021)
529        | CD4 T cells (-0.31)       | NAD+ ADP-ribosyltransferase activity (GO:0003950) (GO_Molecular_Function_2021) || NAD binding (GO:0051287) (GO_Molecular_Function_2021)
4962       | CD8 T cells (-0.28)       | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
1624       | CD4 T cells (0.47)        | intraciliary transport involved in cilium assembly (GO:0035735) (GO_Biological_Process_2021) || plasma membrane bounded cell projection assembly (GO:0120031) (GO_Biological_Process_2021) || regulation of establishment of cell polarity (GO:2000114) (GO_Biological_Process_2021)
1821       | B cells (0.29)            | nuclear membrane (GO:0031965) (GO_Cellular_Component_2021) || negative regulation of glucocorticoid receptor signaling pathway (GO:2000323) (GO_Biological_Process_2021) || regulation of glucocorticoid receptor signaling pathway (GO:2000322) (GO_Biological_Process_2021)
3116       | Dendritic cells (0.20)    | oxysterol binding (GO:0008142) (GO_Molecular_Function_2021)
3920       | CD4 T cells (0.47)        | nuclear membrane (GO:0031965) (GO_Cellular_Component_2021)
3700       | FCGR3A+ Monocytes (0.23)  | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
4694       | FCGR3A+ Monocytes (0.17)  | respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021) || mitochondrial respiratory chain complex I (GO:0005747) (GO_Cellular_Component_2021) || RNA polymerase II, core complex (GO:0005665) (GO_Cellular_Component_2021)
4169       | CD14+ Monocytes (-0.21)   | regulation of cellular amine metabolic process (GO:0033238) (GO_Biological_Process_2021) || regulation of cellular amino acid metabolic process (GO:0006521) (GO_Biological_Process_2021) || negative regulation of cell cycle G2/M phase transition (GO:1902750) (GO_Biological_Process_2021)
5087       | CD4 T cells (0.66)        | secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || negative regulation of dendritic cell differentiation (GO:2001199) (GO_Biological_Process_2021)
3655       | CD4 T cells (0.23)        | regulation of type B pancreatic cell development (GO:2000074) (GO_Biological_Process_2021)
797        | CD4 T cells (0.38)        | poly(A)-specific ribonuclease activity (GO:0004535) (GO_Molecular_Function_2021)
1081       | CD4 T cells (-0.24)       | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021)
3498       | CD14+ Monocytes (0.29)    | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
1922       | FCGR3A+ Monocytes (-0.18) | phagocytic vesicle membrane (GO:0030670) (GO_Cellular_Component_2021) || ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769) (GO_Molecular_Function_2021) || proton-transporting ATPase activity, rotational mechanism (GO:0046961) (GO_Molecular_Function_2021)
2184       | CD8 T cells (-0.14)       | GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021) || GDP binding (GO:0019003) (GO_Molecular_Function_2021)
3315       | CD14+ Monocytes (0.41)    | oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021) || GTPase inhibitor activity (GO:0005095) (GO_Molecular_Function_2021) || trans-Golgi network transport vesicle (GO:0030140) (GO_Cellular_Component_2021)
825        | CD4 T cells (0.57)        | protein kinase C activity (GO:0004697) (GO_Molecular_Function_2021)
2879       | B cells (-0.23)           | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
870        | B cells (0.33)            | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021)
241        | CD14+ Monocytes (-0.40)   | exopeptidase activity (GO:0008238) (GO_Molecular_Function_2021) || aminopeptidase activity (GO:0004177) (GO_Molecular_Function_2021) || transcription corepressor binding (GO:0001222) (GO_Molecular_Function_2021)
1679       | CD4 T cells (0.35)        | preassembly of GPI anchor in ER membrane (GO:0016254) (GO_Biological_Process_2021) || protein lipidation (GO:0006497) (GO_Biological_Process_2021) || GPI anchor metabolic process (GO:0006505) (GO_Biological_Process_2021)
3563       | B cells (-0.29)           | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || MHC class I protein complex (GO:0042612) (GO_Cellular_Component_2021)
178        | CD14+ Monocytes (-0.38)   | negative regulation of PERK-mediated unfolded protein response (GO:1903898) (GO_Biological_Process_2021) || protein insertion into ER membrane (GO:0045048) (GO_Biological_Process_2021) || mitochondrial fragmentation involved in apoptotic process (GO:0043653) (GO_Biological_Process_2021)
2481       | CD4 T cells (0.49)        | heat acclimation (GO:0010286) (GO_Biological_Process_2021) || cellular heat acclimation (GO:0070370) (GO_Biological_Process_2021) || chaperone cofactor-dependent protein refolding (GO:0051085) (GO_Biological_Process_2021)
3024       | CD4 T cells (0.60)        | replication-born double-strand break repair via sister chromatid exchange (GO:1990414) (GO_Biological_Process_2021) || regulation of cellular component biogenesis (GO:0044087) (GO_Biological_Process_2021)
1737       | NK cells (-0.35)          | purine deoxyribonucleotide catabolic process (GO:0009155) (GO_Biological_Process_2021)
2720       | B cells (-0.38)           | S-adenosylmethionine-dependent methyltransferase activity (GO:0008757) (GO_Molecular_Function_2021)
55         | CD14+ Monocytes (0.40)    | positive regulation of nucleic acid-templated transcription (GO:1903508) (GO_Biological_Process_2021) || regulation of autophagy (GO:0010506) (GO_Biological_Process_2021)
3717       | B cells (-0.30)           | beta-1,3-galactosyltransferase activity (GO:0048531) (GO_Molecular_Function_2021)
3750       | CD4 T cells (0.67)        | macromolecule depalmitoylation (GO:0098734) (GO_Biological_Process_2021) || protein depalmitoylation (GO:0002084) (GO_Biological_Process_2021) || tight junction assembly (GO:0120192) (GO_Biological_Process_2021)
4776       | NK cells (-0.34)          | protein-cysteine S-palmitoyltransferase activity (GO:0019706) (GO_Molecular_Function_2021) || palmitoyltransferase activity (GO:0016409) (GO_Molecular_Function_2021)
1885       | CD4 T cells (0.36)        | basolateral plasma membrane (GO:0016323) (GO_Cellular_Component_2021) || 1-phosphatidylinositol-3-kinase regulator activity (GO:0046935) (GO_Molecular_Function_2021) || phosphatidylinositol 3-kinase regulator activity (GO:0035014) (GO_Molecular_Function_2021)
1674       | CD14+ Monocytes (0.22)    | cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027) (GO_Molecular_Function_2021) || cysteine-type endopeptidase inhibitor activity (GO:0004869) (GO_Molecular_Function_2021) || negative regulation of interleukin-12 production (GO:0032695) (GO_Biological_Process_2021)
2746       | B cells (-0.50)           | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021) || regulation of transcription by RNA polymerase II (GO:0006357) (GO_Biological_Process_2021)
2831       | CD8 T cells (0.36)        | ubiquitin-like protein-specific protease activity (GO:0019783) (GO_Molecular_Function_2021)
2726       | NK cells (-0.32)          | positive regulation of gene expression, epigenetic (GO:0045815) (GO_Biological_Process_2021) || termination of RNA polymerase I transcription (GO:0006363) (GO_Biological_Process_2021) || transcription initiation from RNA polymerase I promoter (GO:0006361) (GO_Biological_Process_2021)
3716       | B cells (0.22)            | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || RNA 3'-end processing (GO:0031123) (GO_Biological_Process_2021)
217        | CD14+ Monocytes (-0.56)   | calcium-dependent protein kinase activity (GO:0010857) (GO_Molecular_Function_2021) || calcium-dependent protein serine/threonine kinase activity (GO:0009931) (GO_Molecular_Function_2021) || protein kinase binding (GO:0019901) (GO_Molecular_Function_2021)
4796       | B cells (-0.23)           | cellular response to type I interferon (GO:0071357) (GO_Biological_Process_2021) || type I interferon signaling pathway (GO:0060337) (GO_Biological_Process_2021) || response to interferon-beta (GO:0035456) (GO_Biological_Process_2021)
275        | CD4 T cells (0.57)        | membrane raft (GO:0045121) (GO_Cellular_Component_2021) || plasma membrane raft (GO:0044853) (GO_Cellular_Component_2021) || actin-based cell projection (GO:0098858) (GO_Cellular_Component_2021)
2654       | FCGR3A+ Monocytes (-0.25) | cytoplasmic stress granule (GO:0010494) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
3738       | B cells (0.32)            | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || small protein activating enzyme binding (GO:0044388) (GO_Molecular_Function_2021) || RNA polymerase I core promoter sequence-specific DNA binding (GO:0001164) (GO_Molecular_Function_2021)
111        | B cells (0.58)            | B cell activation (GO:0042113) (GO_Biological_Process_2021) || B cell receptor signaling pathway (GO:0050853) (GO_Biological_Process_2021) || regulation of B cell receptor signaling pathway (GO:0050855) (GO_Biological_Process_2021)
4653       | NK cells (0.27)           | mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021)
1615       | CD4 T cells (0.40)        | iron ion transmembrane transport (GO:0034755) (GO_Biological_Process_2021) || alpha DNA polymerase:primase complex (GO:0005658) (GO_Cellular_Component_2021) || integral component of lysosomal membrane (GO:1905103) (GO_Cellular_Component_2021)
717        | B cells (-0.27)           | nuclease activity (GO:0004518) (GO_Molecular_Function_2021)
1200       | CD4 T cells (-0.34)       | mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571) (GO_Molecular_Function_2021) || mannosyl-oligosaccharide mannosidase activity (GO:0015924) (GO_Molecular_Function_2021) || cAMP response element binding protein binding (GO:0008140) (GO_Molecular_Function_2021)
227        | CD14+ Monocytes (-0.37)   | negative regulation of immunoglobulin production (GO:0002638) (GO_Biological_Process_2021)
4006       | CD4 T cells (-0.39)       | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
14         | FCGR3A+ Monocytes (0.15)  | mitotic spindle organization (GO:0007052) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || mitotic sister chromatid segregation (GO:0000070) (GO_Biological_Process_2021)
4666       | CD14+ Monocytes (0.37)    | glucose catabolic process to pyruvate (GO:0061718) (GO_Biological_Process_2021) || canonical glycolysis (GO:0061621) (GO_Biological_Process_2021) || glycolytic process through glucose-6-phosphate (GO:0061620) (GO_Biological_Process_2021)
3995       | CD14+ Monocytes (0.26)    | RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629) (GO_Molecular_Function_2021) || nuclear receptor binding (GO:0016922) (GO_Molecular_Function_2021) || methylation-dependent protein binding (GO:0140034) (GO_Molecular_Function_2021)
