Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120_online/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
2739       | CD4 T cells (0.55)        | histone demethylase activity (H3-K36 specific) (GO:0051864) (GO_Molecular_Function_2021) || histone H3-K36 demethylation (GO:0070544) (GO_Biological_Process_2021) || positive regulation of myelination (GO:0031643) (GO_Biological_Process_2021)
1669       | CD4 T cells (0.76)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
55         | CD4 T cells (-0.42)       | DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || microtubule cytoskeleton organization involved in mitosis (GO:1902850) (GO_Biological_Process_2021) || mitotic spindle organization (GO:0007052) (GO_Biological_Process_2021)
2186       | B cells (-0.40)           | endosome membrane (GO:0010008) (GO_Cellular_Component_2021)
4776       | CD14+ Monocytes (-0.51)   | Cul2-RING ubiquitin ligase complex (GO:0031462) (GO_Cellular_Component_2021)
1885       | B cells (-0.26)           | pyridoxal phosphate binding (GO:0030170) (GO_Molecular_Function_2021) || transaminase activity (GO:0008483) (GO_Molecular_Function_2021) || bHLH transcription factor binding (GO:0043425) (GO_Molecular_Function_2021)
2076       | CD14+ Monocytes (-0.57)   | positive regulation of neuron migration (GO:2001224) (GO_Biological_Process_2021)
4334       | CD4 T cells (0.53)        | U6 snRNP (GO:0005688) (GO_Cellular_Component_2021) || U6 snRNA binding (GO:0017070) (GO_Molecular_Function_2021) || cytoplasmic vesicle lumen (GO:0060205) (GO_Cellular_Component_2021)
2746       | FCGR3A+ Monocytes (-0.30) | retrograde transport, endosome to Golgi (GO:0042147) (GO_Biological_Process_2021)
4255       | CD14+ Monocytes (0.38)    | cytolytic granule (GO:0044194) (GO_Cellular_Component_2021) || vacuolar membrane (GO:0005774) (GO_Cellular_Component_2021) || positive regulation of Arp2/3 complex-mediated actin nucleation (GO:2000601) (GO_Biological_Process_2021)
3414       | CD14+ Monocytes (-0.51)   | MLL1 complex (GO:0071339) (GO_Cellular_Component_2021) || MLL1/2 complex (GO:0044665) (GO_Cellular_Component_2021) || regulation of nitric oxide metabolic process (GO:0080164) (GO_Biological_Process_2021)
4089       | FCGR3A+ Monocytes (-0.36) | Hsp70 protein binding (GO:0030544) (GO_Molecular_Function_2021) || Hsp90 protein binding (GO:0051879) (GO_Molecular_Function_2021)
217        | B cells (0.42)            | UDP-N-acetylglucosamine transmembrane transporter activity (GO:0005462) (GO_Molecular_Function_2021) || pyrimidine nucleotide-sugar transmembrane transporter activity (GO:0015165) (GO_Molecular_Function_2021)
275        | B cells (0.41)            | porphyrin-containing compound biosynthetic process (GO:0006779) (GO_Biological_Process_2021) || ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || ubiquitin conjugating enzyme binding (GO:0031624) (GO_Molecular_Function_2021)
4104       | CD14+ Monocytes (0.44)    | nucleus (GO:0005634) (GO_Cellular_Component_2021) || mitotic spindle assembly (GO:0090307) (GO_Biological_Process_2021) || mitotic spindle elongation (GO:0000022) (GO_Biological_Process_2021)
2141       | CD14+ Monocytes (-0.48)   | amino acid import across plasma membrane (GO:0089718) (GO_Biological_Process_2021) || aromatic amino acid transmembrane transporter activity (GO:0015173) (GO_Molecular_Function_2021) || cation transmembrane transporter activity (GO:0008324) (GO_Molecular_Function_2021)
111        | CD4 T cells (0.32)        | mitotic cell cycle phase transition (GO:0044772) (GO_Biological_Process_2021) || exit from mitosis (GO:0010458) (GO_Biological_Process_2021)
717        | CD14+ Monocytes (0.26)    | cytokine receptor activity (GO:0004896) (GO_Molecular_Function_2021)
964        | CD4 T cells (0.67)        | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
4551       | CD14+ Monocytes (-0.52)   | disordered domain specific binding (GO:0097718) (GO_Molecular_Function_2021)
4006       | CD14+ Monocytes (0.27)    | aminoacyl-tRNA editing activity (GO:0002161) (GO_Molecular_Function_2021) || lysophospholipid acyltransferase activity (GO:0071617) (GO_Molecular_Function_2021) || myosin V binding (GO:0031489) (GO_Molecular_Function_2021)
14         | CD4 T cells (0.40)        | cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097199) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153) (GO_Molecular_Function_2021)
1303       | CD4 T cells (0.54)        | positive regulation of NIK/NF-kappaB signaling (GO:1901224) (GO_Biological_Process_2021) || regulation of NIK/NF-kappaB signaling (GO:1901222) (GO_Biological_Process_2021) || positive regulation of lymphocyte differentiation (GO:0045621) (GO_Biological_Process_2021)
3995       | CD4 T cells (0.43)        | protein kinase binding (GO:0019901) (GO_Molecular_Function_2021)
1212       | B cells (0.42)            | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
1323       | FCGR3A+ Monocytes (-0.34) | Ino80 complex (GO:0031011) (GO_Cellular_Component_2021) || INO80-type complex (GO:0097346) (GO_Cellular_Component_2021) || nuclear chromosome (GO:0000228) (GO_Cellular_Component_2021)
3342       | CD14+ Monocytes (-0.61)   | glucocorticoid receptor binding (GO:0035259) (GO_Molecular_Function_2021) || DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228) (GO_Molecular_Function_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
568        | CD4 T cells (0.51)        | post-mRNA release spliceosomal complex (GO:0071014) (GO_Cellular_Component_2021)
3313       | B cells (0.19)            | phosphatidylinositol-3,4-bisphosphate binding (GO:0043325) (GO_Molecular_Function_2021) || phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547) (GO_Molecular_Function_2021)
4686       | CD14+ Monocytes (-0.52)   | macroautophagy (GO:0016236) (GO_Biological_Process_2021) || phosphatidylinositol dephosphorylation (GO:0046856) (GO_Biological_Process_2021) || phosphatidylinositol-3,5-bisphosphate phosphatase activity (GO:0106018) (GO_Molecular_Function_2021)
3202       | CD4 T cells (0.62)        | NADH dehydrogenase (quinone) activity (GO:0050136) (GO_Molecular_Function_2021) || NADH dehydrogenase (ubiquinone) activity (GO:0008137) (GO_Molecular_Function_2021) || respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021)
2784       | CD14+ Monocytes (-0.49)   | autophagy of nucleus (GO:0044804) (GO_Biological_Process_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021) || Fc-epsilon receptor signaling pathway (GO:0038095) (GO_Biological_Process_2021)
1506       | NK cells (-0.19)          | eukaryotic initiation factor 4E binding (GO:0008190) (GO_Molecular_Function_2021)
3456       | CD4 T cells (-0.69)       | negative regulation of lymphocyte proliferation (GO:0050672) (GO_Biological_Process_2021) || regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021)
850        | FCGR3A+ Monocytes (-0.30) | nucleus (GO:0005634) (GO_Cellular_Component_2021) || Set1C/COMPASS complex (GO:0048188) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
4456       | CD14+ Monocytes (-0.58)   | four-way junction DNA binding (GO:0000400) (GO_Molecular_Function_2021) || DNA secondary structure binding (GO:0000217) (GO_Molecular_Function_2021)
871        | CD14+ Monocytes (0.44)    | endoplasmic reticulum lumen (GO:0005788) (GO_Cellular_Component_2021) || alpha-amino acid biosynthetic process (GO:1901607) (GO_Biological_Process_2021) || positive regulation of proteolysis (GO:0045862) (GO_Biological_Process_2021)
2265       | CD4 T cells (0.38)        | carboxylic ester hydrolase activity (GO:0052689) (GO_Molecular_Function_2021)
2405       | FCGR3A+ Monocytes (-0.26) | nBAF complex (GO:0071565) (GO_Cellular_Component_2021)
2252       | B cells (0.29)            | negative regulation of toll-like receptor signaling pathway (GO:0034122) (GO_Biological_Process_2021) || aspartate transmembrane transport (GO:0015810) (GO_Biological_Process_2021)
1746       | NK cells (-0.25)          | regulation of microtubule-based process (GO:0032886) (GO_Biological_Process_2021) || microtubule plus-end binding (GO:0051010) (GO_Molecular_Function_2021) || microtubule binding (GO:0008017) (GO_Molecular_Function_2021)
4736       | NK cells (-0.34)          | RNA polymerase III complex (GO:0005666) (GO_Cellular_Component_2021) || endoplasmic reticulum tubular network (GO:0071782) (GO_Cellular_Component_2021)
319        | CD4 T cells (0.61)        | vesicle coat (GO:0030120) (GO_Cellular_Component_2021) || COPI vesicle coat (GO:0030126) (GO_Cellular_Component_2021) || bounding membrane of organelle (GO:0098588) (GO_Cellular_Component_2021)
4359       | FCGR3A+ Monocytes (-0.20) | replication fork protection (GO:0048478) (GO_Biological_Process_2021) || negative regulation of DNA-dependent DNA replication (GO:2000104) (GO_Biological_Process_2021) || tRNA methyltransferase activity (GO:0008175) (GO_Molecular_Function_2021)
2143       | NK cells (-0.26)          | hematopoietic progenitor cell differentiation (GO:0002244) (GO_Biological_Process_2021) || tumor necrosis factor-mediated signaling pathway (GO:0033209) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
1001       | CD4 T cells (0.33)        | protein modification by small protein conjugation (GO:0032446) (GO_Biological_Process_2021) || protein import into peroxisome matrix (GO:0016558) (GO_Biological_Process_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021)
1877       | CD4 T cells (0.36)        | glucosyltransferase activity (GO:0046527) (GO_Molecular_Function_2021)
963        | CD4 T cells (0.67)        | supercoiled DNA binding (GO:0097100) (GO_Molecular_Function_2021)
1546       | CD14+ Monocytes (-0.23)   | ubiquitin-like protein-specific protease activity (GO:0019783) (GO_Molecular_Function_2021) || ferrous iron binding (GO:0008198) (GO_Molecular_Function_2021) || cysteine-type peptidase activity (GO:0008234) (GO_Molecular_Function_2021)
4162       | CD4 T cells (0.42)        | coated vesicle (GO:0030135) (GO_Cellular_Component_2021)
3398       | CD4 T cells (0.35)        | U6 snRNP (GO:0005688) (GO_Cellular_Component_2021) || U2-type precatalytic spliceosome (GO:0071005) (GO_Cellular_Component_2021) || spliceosomal snRNP complex (GO:0097525) (GO_Cellular_Component_2021)
2414       | CD14+ Monocytes (-0.52)   | lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021) || secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021)
1187       | CD4 T cells (0.37)        | muscle contraction (GO:0006936) (GO_Biological_Process_2021) || striated muscle contraction (GO:0006941) (GO_Biological_Process_2021) || muscle myosin complex (GO:0005859) (GO_Cellular_Component_2021)
4524       | B cells (-0.28)           | platelet dense granule lumen (GO:0031089) (GO_Cellular_Component_2021) || COPI-coated vesicle membrane (GO:0030663) (GO_Cellular_Component_2021) || platelet dense granule (GO:0042827) (GO_Cellular_Component_2021)
2678       | CD4 T cells (0.46)        | DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906) (GO_Molecular_Function_2021) || sialyltransferase activity (GO:0008373) (GO_Molecular_Function_2021)
1973       | B cells (0.19)            | protein retention in Golgi apparatus (GO:0045053) (GO_Biological_Process_2021)
2082       | CD14+ Monocytes (-0.63)   | pyrimidine nucleotide-sugar transmembrane transporter activity (GO:0015165) (GO_Molecular_Function_2021) || acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747) (GO_Molecular_Function_2021) || pyrimidine nucleotide-sugar transmembrane transport (GO:0090481) (GO_Biological_Process_2021)
365        | CD4 T cells (0.31)        | endosome membrane (GO:0010008) (GO_Cellular_Component_2021) || GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || GDP binding (GO:0019003) (GO_Molecular_Function_2021)
600        | CD4 T cells (0.27)        | interferon-gamma-mediated signaling pathway (GO:0060333) (GO_Biological_Process_2021) || ribose phosphate diphosphokinase complex (GO:0002189) (GO_Cellular_Component_2021) || transferase complex, transferring phosphorus-containing groups (GO:0061695) (GO_Cellular_Component_2021)
4643       | CD4 T cells (-0.22)       | glycogen metabolic process (GO:0005977) (GO_Biological_Process_2021) || intramolecular transferase activity, phosphotransferases (GO:0016868) (GO_Molecular_Function_2021) || nuclear chromosome (GO:0000228) (GO_Cellular_Component_2021)
5041       | CD14+ Monocytes (-0.34)   | COPII-coated ER to Golgi transport vesicle (GO:0030134) (GO_Cellular_Component_2021) || anchored component of external side of plasma membrane (GO:0031362) (GO_Cellular_Component_2021) || intrinsic component of external side of plasma membrane (GO:0031233) (GO_Cellular_Component_2021)
3144       | FCGR3A+ Monocytes (-0.16) | mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
3382       | FCGR3A+ Monocytes (0.22)  | vesicle (GO:0031982) (GO_Cellular_Component_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
4125       | CD4 T cells (-0.60)       | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021) || protein targeting to ER (GO:0045047) (GO_Biological_Process_2021)
4237       | CD14+ Monocytes (-0.56)   | chromaffin granule (GO:0042583) (GO_Cellular_Component_2021)
