Analyzing: Layer 15, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_15/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
5020       | CD14+ Monocytes (-0.53)   | cellular response to tumor necrosis factor (GO:0071356) (GO_Biological_Process_2021) || lipoxygenase pathway (GO:0019372) (GO_Biological_Process_2021) || acyl carnitine transmembrane transporter activity (GO:0015227) (GO_Molecular_Function_2021)
4995       | CD14+ Monocytes (0.24)    | ATP binding (GO:0005524) (GO_Molecular_Function_2021) || adenyl ribonucleotide binding (GO:0032559) (GO_Molecular_Function_2021) || leucine binding (GO:0070728) (GO_Molecular_Function_2021)
305        | NK cells (0.30)           | regulation of fibroblast migration (GO:0010762) (GO_Biological_Process_2021)
2200       | CD14+ Monocytes (-0.37)   | nuclear chromosome (GO:0000228) (GO_Cellular_Component_2021) || leucine zipper domain binding (GO:0043522) (GO_Molecular_Function_2021) || LRR domain binding (GO:0030275) (GO_Molecular_Function_2021)
3883       | FCGR3A+ Monocytes (-0.32) | G-quadruplex RNA binding (GO:0002151) (GO_Molecular_Function_2021) || ribosomal protein S6 kinase activity (GO:0004711) (GO_Molecular_Function_2021) || ADP transmembrane transporter activity (GO:0015217) (GO_Molecular_Function_2021)
5099       | FCGR3A+ Monocytes (-0.37) | deoxyribonuclease I activity (GO:0004530) (GO_Molecular_Function_2021) || endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888) (GO_Molecular_Function_2021) || transmembrane receptor protein phosphatase activity (GO:0019198) (GO_Molecular_Function_2021)
3116       | CD14+ Monocytes (-0.64)   | PAM complex, Tim23 associated import motor (GO:0001405) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || TIM23 mitochondrial import inner membrane translocase complex (GO:0005744) (GO_Cellular_Component_2021)
4132       | CD14+ Monocytes (-0.64)   | lipoxin metabolic process (GO:2001300) (GO_Biological_Process_2021) || lipoxin biosynthetic process (GO:2001301) (GO_Biological_Process_2021) || regulation of podosome assembly (GO:0071801) (GO_Biological_Process_2021)
3920       | CD4 T cells (0.80)        | wound healing (GO:0042060) (GO_Biological_Process_2021) || type II transforming growth factor beta receptor binding (GO:0005114) (GO_Molecular_Function_2021) || transforming growth factor beta-activated receptor activity (GO:0005024) (GO_Molecular_Function_2021)
4628       | NK cells (-0.22)          | nitrite reductase activity (GO:0098809) (GO_Molecular_Function_2021) || protein kinase regulator activity (GO:0019887) (GO_Molecular_Function_2021) || microtubule binding (GO:0008017) (GO_Molecular_Function_2021)
4694       | CD14+ Monocytes (0.34)    | protein localization to nucleolus (GO:1902570) (GO_Biological_Process_2021) || chromosome (GO:0005694) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
4217       | CD14+ Monocytes (-0.62)   | transmembrane receptor protein tyrosine phosphatase activity (GO:0005001) (GO_Molecular_Function_2021) || transmembrane receptor protein phosphatase activity (GO:0019198) (GO_Molecular_Function_2021) || protein tyrosine phosphatase activity (GO:0004725) (GO_Molecular_Function_2021)
1757       | CD4 T cells (0.68)        | regulation of B cell activation (GO:0050864) (GO_Biological_Process_2021) || response to metal ion (GO:0010038) (GO_Biological_Process_2021) || negative regulation of immunoglobulin production (GO:0002638) (GO_Biological_Process_2021)
2912       | CD4 T cells (0.75)        | hydro-lyase activity (GO:0016836) (GO_Molecular_Function_2021) || cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication (GO:0086083) (GO_Molecular_Function_2021) || arylesterase activity (GO:0004064) (GO_Molecular_Function_2021)
4169       | CD14+ Monocytes (-0.47)   | establishment of protein localization to organelle (GO:0072594) (GO_Biological_Process_2021) || chromatin organization (GO:0006325) (GO_Biological_Process_2021) || regulation of neuron projection development (GO:0010975) (GO_Biological_Process_2021)
936        | B cells (0.58)            | regulation of B cell proliferation (GO:0030888) (GO_Biological_Process_2021) || protein phosphatase binding (GO:0019903) (GO_Molecular_Function_2021) || B cell activation (GO:0042113) (GO_Biological_Process_2021)
4381       | B cells (-0.52)           | phospholipase activator activity (GO:0016004) (GO_Molecular_Function_2021) || lipase activator activity (GO:0060229) (GO_Molecular_Function_2021) || phospholipase binding (GO:0043274) (GO_Molecular_Function_2021)
797        | CD14+ Monocytes (-0.43)   | Golgi to plasma membrane protein transport (GO:0043001) (GO_Biological_Process_2021) || establishment of protein localization to plasma membrane (GO:0061951) (GO_Biological_Process_2021) || Golgi to plasma membrane transport (GO:0006893) (GO_Biological_Process_2021)
1028       | CD14+ Monocytes (0.57)    | nuclear chromosome (GO:0000228) (GO_Cellular_Component_2021) || Ino80 complex (GO:0031011) (GO_Cellular_Component_2021)
1081       | CD14+ Monocytes (-0.36)   | sodium channel regulator activity (GO:0017080) (GO_Molecular_Function_2021) || chloride channel activity (GO:0005254) (GO_Molecular_Function_2021) || anion channel activity (GO:0005253) (GO_Molecular_Function_2021)
3498       | CD14+ Monocytes (-0.50)   | negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394) (GO_Biological_Process_2021) || regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393) (GO_Biological_Process_2021) || cell-cell junction assembly (GO:0007043) (GO_Biological_Process_2021)
3494       | CD14+ Monocytes (-0.53)   | purine nucleotide transmembrane transporter activity (GO:0015216) (GO_Molecular_Function_2021) || 1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847) (GO_Molecular_Function_2021) || ADP transmembrane transporter activity (GO:0015217) (GO_Molecular_Function_2021)
2722       | CD14+ Monocytes (0.37)    | insulin-like growth factor II binding (GO:0031995) (GO_Molecular_Function_2021) || insulin-like growth factor I binding (GO:0031994) (GO_Molecular_Function_2021) || insulin-like growth factor binding (GO:0005520) (GO_Molecular_Function_2021)
5076       | CD4 T cells (0.51)        | cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861) (GO_Molecular_Function_2021)
1446       | CD4 T cells (0.21)        | beta-1,3-galactosyltransferase activity (GO:0048531) (GO_Molecular_Function_2021) || cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575) (GO_Molecular_Function_2021) || volume-sensitive anion channel activity (GO:0005225) (GO_Molecular_Function_2021)
3305       | CD4 T cells (0.47)        | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
1729       | CD14+ Monocytes (-0.54)   | transcription-coupled nucleotide-excision repair (GO:0006283) (GO_Biological_Process_2021) || cellular response to UV (GO:0034644) (GO_Biological_Process_2021) || nucleotide-excision repair (GO:0006289) (GO_Biological_Process_2021)
3024       | CD14+ Monocytes (-0.58)   | oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor (GO:0016634) (GO_Molecular_Function_2021)
1737       | CD4 T cells (-0.40)       | phosphotransferase activity, alcohol group as acceptor (GO:0016773) (GO_Molecular_Function_2021) || kinase activity (GO:0016301) (GO_Molecular_Function_2021) || NAADP-sensitive calcium-release channel activity (GO:0072345) (GO_Molecular_Function_2021)
3750       | B cells (0.31)            | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
2076       | B cells (-0.55)           | positive regulation of metabolic process (GO:0009893) (GO_Biological_Process_2021) || tumor necrosis factor-mediated signaling pathway (GO:0033209) (GO_Biological_Process_2021) || regulation of fever generation (GO:0031620) (GO_Biological_Process_2021)
1674       | NK cells (-0.21)          | mitotic recombination (GO:0006312) (GO_Biological_Process_2021) || non-motile cilium assembly (GO:1905515) (GO_Biological_Process_2021) || negative regulation of DNA metabolic process (GO:0051053) (GO_Biological_Process_2021)
1860       | CD14+ Monocytes (-0.45)   | protein O-linked glycosylation (GO:0006493) (GO_Biological_Process_2021) || intracellular sequestering of iron ion (GO:0006880) (GO_Biological_Process_2021) || protein glycosylation (GO:0006486) (GO_Biological_Process_2021)
2831       | NK cells (-0.31)          | peroxisome (GO:0005777) (GO_Cellular_Component_2021) || microbody membrane (GO:0031903) (GO_Cellular_Component_2021) || peroxisomal membrane (GO:0005778) (GO_Cellular_Component_2021)
2726       | CD4 T cells (0.70)        | cell-cell junction (GO:0005911) (GO_Cellular_Component_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
4490       | CD14+ Monocytes (0.62)    | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
3716       | CD4 T cells (-0.48)       | snoRNA binding (GO:0030515) (GO_Molecular_Function_2021) || rRNA 5'-end processing (GO:0000967) (GO_Biological_Process_2021) || endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000480) (GO_Biological_Process_2021)
3414       | CD14+ Monocytes (-0.23)   | regulation of myosin-light-chain-phosphatase activity (GO:0035507) (GO_Biological_Process_2021) || regulation of endothelial cell development (GO:1901550) (GO_Biological_Process_2021) || chromatin remodeling (GO:0006338) (GO_Biological_Process_2021)
217        | CD14+ Monocytes (-0.44)   | cellular lipid catabolic process (GO:0044242) (GO_Biological_Process_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021) || lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021)
4259       | FCGR3A+ Monocytes (-0.17) | cholesterol homeostasis (GO:0042632) (GO_Biological_Process_2021) || sterol homeostasis (GO:0055092) (GO_Biological_Process_2021) || gene expression (GO:0010467) (GO_Biological_Process_2021)
2910       | B cells (-0.38)           | protein serine/threonine kinase activity (GO:0004674) (GO_Molecular_Function_2021) || protein phosphorylation (GO:0006468) (GO_Biological_Process_2021) || regulation of focal adhesion assembly (GO:0051893) (GO_Biological_Process_2021)
2654       | CD14+ Monocytes (0.28)    | folic acid-containing compound metabolic process (GO:0006760) (GO_Biological_Process_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
4104       | CD4 T cells (0.64)        | protein localization to axon (GO:0099612) (GO_Biological_Process_2021) || response to magnesium ion (GO:0032026) (GO_Biological_Process_2021) || regulation of lipase activity (GO:0060191) (GO_Biological_Process_2021)
2141       | CD4 T cells (0.41)        | protein serine/threonine phosphatase activity (GO:0004722) (GO_Molecular_Function_2021) || carnitine O-acyltransferase activity (GO:0016406) (GO_Molecular_Function_2021) || SH2 domain binding (GO:0042169) (GO_Molecular_Function_2021)
111        | CD4 T cells (0.39)        | positive regulation of trophoblast cell migration (GO:1901165) (GO_Biological_Process_2021) || regulation of trophoblast cell migration (GO:1901163) (GO_Biological_Process_2021) || rRNA catabolic process (GO:0016075) (GO_Biological_Process_2021)
4653       | B cells (0.25)            | positive regulation of cell fate commitment (GO:0010455) (GO_Biological_Process_2021) || negative regulation of vitamin D biosynthetic process (GO:0010957) (GO_Biological_Process_2021) || regulation of postsynaptic density organization (GO:1905874) (GO_Biological_Process_2021)
4070       | CD4 T cells (-0.50)       | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
2516       | CD14+ Monocytes (-0.63)   | platelet dense granule membrane (GO:0031088) (GO_Cellular_Component_2021) || integral component of vacuolar membrane (GO:0031166) (GO_Cellular_Component_2021)
2709       | CD4 T cells (0.48)        | S-adenosylmethionine-dependent methyltransferase activity (GO:0008757) (GO_Molecular_Function_2021) || N-methyltransferase activity (GO:0008170) (GO_Molecular_Function_2021) || maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462) (GO_Biological_Process_2021)
4551       | CD14+ Monocytes (0.47)    | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleosomal DNA binding (GO:0031492) (GO_Molecular_Function_2021)
4006       | NK cells (-0.27)          | calcium channel inhibitor activity (GO:0019855) (GO_Molecular_Function_2021) || negative regulation of mitochondrial membrane potential (GO:0010917) (GO_Biological_Process_2021) || negative regulation of membrane potential (GO:0045837) (GO_Biological_Process_2021)
14         | CD14+ Monocytes (-0.64)   | endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021) || sphingosine-1-phosphate receptor activity (GO:0038036) (GO_Molecular_Function_2021) || melanocortin receptor binding (GO:0031779) (GO_Molecular_Function_2021)
4666       | Dendritic cells (-0.09)   | establishment of protein localization to mitochondrion (GO:0072655) (GO_Biological_Process_2021) || protein targeting to mitochondrion (GO:0006626) (GO_Biological_Process_2021) || mitochondrial transport (GO:0006839) (GO_Biological_Process_2021)
720        | FCGR3A+ Monocytes (-0.21) | H4 histone acetyltransferase complex (GO:1902562) (GO_Cellular_Component_2021)
568        | CD4 T cells (-0.34)       | copper ion binding (GO:0005507) (GO_Molecular_Function_2021) || transition metal ion binding (GO:0046914) (GO_Molecular_Function_2021) || oligopeptide transmembrane transporter activity (GO:0035673) (GO_Molecular_Function_2021)
5028       | CD4 T cells (0.45)        | positive regulation of B cell differentiation (GO:0045579) (GO_Biological_Process_2021) || Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096) (GO_Biological_Process_2021) || Fc-gamma receptor signaling pathway (GO:0038094) (GO_Biological_Process_2021)
