Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
1167       | CD4 T cells (-0.64)       | organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
4297       | CD4 T cells (-0.46)       | chemorepellent activity (GO:0045499) (GO_Molecular_Function_2021) || glycine metabolic process (GO:0006544) (GO_Biological_Process_2021) || mammary gland development (GO:0030879) (GO_Biological_Process_2021)
1088       | FCGR3A+ Monocytes (-0.37) | regulation of macroautophagy (GO:0016241) (GO_Biological_Process_2021) || antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886) (GO_Biological_Process_2021) || antigen processing and presentation of peptide antigen via MHC class II (GO:0002495) (GO_Biological_Process_2021)
2965       | CD14+ Monocytes (-0.46)   | positive regulation of MHC class I biosynthetic process (GO:0045345) (GO_Biological_Process_2021) || regulation of MHC class I biosynthetic process (GO:0045343) (GO_Biological_Process_2021) || regulation of endodeoxyribonuclease activity (GO:0032071) (GO_Biological_Process_2021)
2143       | CD4 T cells (0.18)        | GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021) || myosin V binding (GO:0031489) (GO_Molecular_Function_2021)
1001       | CD4 T cells (0.42)        | ceramide 1-phosphate binding (GO:1902387) (GO_Molecular_Function_2021) || ceramide 1-phosphate transfer activity (GO:1902388) (GO_Molecular_Function_2021) || ceramide transfer activity (GO:0120017) (GO_Molecular_Function_2021)
1877       | CD4 T cells (0.73)        | NADPH binding (GO:0070402) (GO_Molecular_Function_2021) || fatty acid catabolic process (GO:0009062) (GO_Biological_Process_2021) || NAD binding (GO:0051287) (GO_Molecular_Function_2021)
963        | CD4 T cells (0.78)        | Toll-like receptor binding (GO:0035325) (GO_Molecular_Function_2021) || lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021)
1546       | CD4 T cells (0.37)        | negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435) (GO_Biological_Process_2021) || intracellular pH reduction (GO:0051452) (GO_Biological_Process_2021) || ATPase binding (GO:0051117) (GO_Molecular_Function_2021)
1781       | CD4 T cells (0.44)        | microtubule binding (GO:0008017) (GO_Molecular_Function_2021) || tubulin binding (GO:0015631) (GO_Molecular_Function_2021) || DNA-templated transcription, termination (GO:0006353) (GO_Biological_Process_2021)
3398       | NK cells (-0.26)          | alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665) (GO_Molecular_Function_2021) || carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884) (GO_Molecular_Function_2021) || galactosyltransferase activity (GO:0008378) (GO_Molecular_Function_2021)
5093       | CD14+ Monocytes (-0.51)   | mitochondrial translation (GO:0032543) (GO_Biological_Process_2021) || mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021)
246        | CD14+ Monocytes (-0.42)   | zymogen inhibition (GO:0097341) (GO_Biological_Process_2021) || inhibition of cysteine-type endopeptidase activity (GO:0097340) (GO_Biological_Process_2021) || cellular protein localization (GO:0034613) (GO_Biological_Process_2021)
2414       | CD8 T cells (0.33)        | transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021)
1187       | CD14+ Monocytes (-0.27)   | glucosyltransferase activity (GO:0046527) (GO_Molecular_Function_2021) || mannosyltransferase activity (GO:0000030) (GO_Molecular_Function_2021) || bHLH transcription factor binding (GO:0043425) (GO_Molecular_Function_2021)
4524       | CD14+ Monocytes (0.24)    | armadillo repeat domain binding (GO:0070016) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097199) (GO_Molecular_Function_2021) || fatty acid synthase activity (GO:0004312) (GO_Molecular_Function_2021)
2678       | CD4 T cells (0.49)        | glucocorticoid receptor binding (GO:0035259) (GO_Molecular_Function_2021) || regulation of type B pancreatic cell proliferation (GO:0061469) (GO_Biological_Process_2021) || fat cell differentiation (GO:0045444) (GO_Biological_Process_2021)
1973       | B cells (-0.24)           | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || acetylation-dependent protein binding (GO:0140033) (GO_Molecular_Function_2021)
5050       | CD4 T cells (0.52)        | phosphatidylinositol-3-phosphatase activity (GO:0004438) (GO_Molecular_Function_2021) || phosphatidylinositol monophosphate phosphatase activity (GO:0052744) (GO_Molecular_Function_2021) || phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity (GO:0052629) (GO_Molecular_Function_2021)
365        | NK cells (-0.22)          | regulation of guanyl-nucleotide exchange factor activity (GO:1905097) (GO_Biological_Process_2021) || establishment of protein localization to peroxisome (GO:0072663) (GO_Biological_Process_2021) || response to misfolded protein (GO:0051788) (GO_Biological_Process_2021)
600        | NK cells (-0.20)          | carbonyl reductase (NADPH) activity (GO:0004090) (GO_Molecular_Function_2021) || pyruvate transmembrane transporter activity (GO:0050833) (GO_Molecular_Function_2021)
4643       | CD4 T cells (0.76)        | peptidyl-serine modification (GO:0018209) (GO_Biological_Process_2021) || protein O-linked glycosylation via threonine (GO:0018243) (GO_Biological_Process_2021) || protein O-linked glycosylation via serine (GO:0018242) (GO_Biological_Process_2021)
5041       | CD4 T cells (0.64)        | lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || transcription factor TFIIH core complex (GO:0000439) (GO_Cellular_Component_2021) || endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021)
3144       | CD14+ Monocytes (0.57)    | CXCR chemokine receptor binding (GO:0045236) (GO_Molecular_Function_2021) || chemokine activity (GO:0008009) (GO_Molecular_Function_2021) || chemokine receptor binding (GO:0042379) (GO_Molecular_Function_2021)
3382       | CD8 T cells (0.31)        | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
4237       | B cells (-0.33)           | dicarboxylic acid metabolic process (GO:0043648) (GO_Biological_Process_2021) || O-glycan processing (GO:0016266) (GO_Biological_Process_2021) || protein O-linked glycosylation (GO:0006493) (GO_Biological_Process_2021)
1967       | NK cells (-0.32)          | antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479) (GO_Biological_Process_2021) || antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590) (GO_Biological_Process_2021) || antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484) (GO_Biological_Process_2021)
2670       | CD14+ Monocytes (-0.58)   | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || cell-cell junction (GO:0005911) (GO_Cellular_Component_2021)
4335       | B cells (-0.42)           | phosphatase activator activity (GO:0019211) (GO_Molecular_Function_2021)
2108       | CD14+ Monocytes (-0.53)   | gamma-secretase complex (GO:0070765) (GO_Cellular_Component_2021) || azurophil granule membrane (GO:0035577) (GO_Cellular_Component_2021) || COPII-coated ER to Golgi transport vesicle (GO:0030134) (GO_Cellular_Component_2021)
3064       | B cells (0.44)            | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleosomal histone binding (GO:0031493) (GO_Molecular_Function_2021) || 7SK snRNA binding (GO:0097322) (GO_Molecular_Function_2021)
1512       | CD8 T cells (-0.36)       | histone deacetylase binding (GO:0042826) (GO_Molecular_Function_2021) || NADP-retinol dehydrogenase activity (GO:0052650) (GO_Molecular_Function_2021) || hemoglobin metabolic process (GO:0020027) (GO_Biological_Process_2021)
1096       | CD4 T cells (0.51)        | alpha-1,4-glucosidase activity (GO:0004558) (GO_Molecular_Function_2021) || alpha-glucosidase activity (GO:0090599) (GO_Molecular_Function_2021)
4455       | CD14+ Monocytes (-0.21)   | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021)
2042       | FCGR3A+ Monocytes (-0.18) | mitochondrial outer membrane (GO:0005741) (GO_Cellular_Component_2021) || organelle outer membrane (GO:0031968) (GO_Cellular_Component_2021)
23         | CD14+ Monocytes (-0.37)   | embryonic organ development (GO:0048568) (GO_Biological_Process_2021)
3578       | CD14+ Monocytes (-0.34)   | glycerophospholipid biosynthetic process (GO:0046474) (GO_Biological_Process_2021) || phosphatidylinositol metabolic process (GO:0046488) (GO_Biological_Process_2021) || phosphatidylinositol biosynthetic process (GO:0006661) (GO_Biological_Process_2021)
996        | CD4 T cells (0.70)        | C-C chemokine receptor activity (GO:0016493) (GO_Molecular_Function_2021) || C-C chemokine binding (GO:0019957) (GO_Molecular_Function_2021) || chemokine receptor activity (GO:0004950) (GO_Molecular_Function_2021)
5042       | NK cells (-0.31)          | 1,4-alpha-oligoglucan phosphorylase activity (GO:0004645) (GO_Molecular_Function_2021) || L-histidine transmembrane transporter activity (GO:0005290) (GO_Molecular_Function_2021) || L-leucine transmembrane transporter activity (GO:0015190) (GO_Molecular_Function_2021)
4034       | B cells (0.51)            | phagocytic vesicle (GO:0045335) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || chromocenter (GO:0010369) (GO_Cellular_Component_2021)
3853       | FCGR3A+ Monocytes (-0.33) | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || gene expression (GO:0010467) (GO_Biological_Process_2021)
618        | CD4 T cells (0.38)        | MICOS complex (GO:0061617) (GO_Cellular_Component_2021) || MIB complex (GO:0140275) (GO_Cellular_Component_2021) || SAM complex (GO:0001401) (GO_Cellular_Component_2021)
209        | NK cells (0.29)           | DNA replication-dependent nucleosome assembly (GO:0006335) (GO_Biological_Process_2021) || DNA replication-dependent nucleosome organization (GO:0034723) (GO_Biological_Process_2021)
192        | CD4 T cells (0.73)        | MHC class II protein complex (GO:0042613) (GO_Cellular_Component_2021) || MHC protein complex (GO:0042611) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021)
4585       | CD4 T cells (0.38)        | anion channel activity (GO:0005253) (GO_Molecular_Function_2021) || transcription cis-regulatory region binding (GO:0000976) (GO_Molecular_Function_2021) || phosphatidylinositol phosphate binding (GO:1901981) (GO_Molecular_Function_2021)
2253       | CD4 T cells (0.28)        | RNA polymerase II general transcription initiation factor binding (GO:0001091) (GO_Molecular_Function_2021) || large ribosomal subunit rRNA binding (GO:0070180) (GO_Molecular_Function_2021) || aminoacyl-tRNA editing activity (GO:0002161) (GO_Molecular_Function_2021)
1062       | CD14+ Monocytes (-0.56)   | MHC protein binding (GO:0042287) (GO_Molecular_Function_2021) || specific granule (GO:0042581) (GO_Cellular_Component_2021) || mRNA binding (GO:0003729) (GO_Molecular_Function_2021)
313        | CD4 T cells (0.60)        | extrinsic component of external side of plasma membrane (GO:0031232) (GO_Cellular_Component_2021)
395        | B cells (0.58)            | T cell receptor complex (GO:0042101) (GO_Cellular_Component_2021) || T cell activation (GO:0042110) (GO_Biological_Process_2021) || alpha-beta T cell receptor complex (GO:0042105) (GO_Cellular_Component_2021)
3388       | B cells (0.48)            | UDP-N-acetylglucosamine transmembrane transporter activity (GO:0005462) (GO_Molecular_Function_2021) || RNA polymerase III cis-regulatory region sequence-specific DNA binding (GO:0000992) (GO_Molecular_Function_2021) || RNA polymerase III type 3 promoter sequence-specific DNA binding (GO:0001006) (GO_Molecular_Function_2021)
348        | CD4 T cells (0.56)        | small-subunit processome (GO:0032040) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
2276       | CD4 T cells (-0.41)       | acetylation-dependent protein binding (GO:0140033) (GO_Molecular_Function_2021) || lysine-acetylated histone binding (GO:0070577) (GO_Molecular_Function_2021) || dolichyl-diphosphooligosaccharide-protein glycotransferase activity (GO:0004579) (GO_Molecular_Function_2021)
4503       | CD4 T cells (0.64)        | pattern recognition receptor signaling pathway (GO:0002221) (GO_Biological_Process_2021) || negative regulation of protein binding (GO:0032091) (GO_Biological_Process_2021) || regulation of interleukin-1 beta production (GO:0032651) (GO_Biological_Process_2021)
5103       | CD14+ Monocytes (0.27)    | organonitrogen compound biosynthetic process (GO:1901566) (GO_Biological_Process_2021)
4001       | CD4 T cells (-0.57)       | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
3799       | CD4 T cells (0.63)        | transcription by RNA polymerase II (GO:0006366) (GO_Biological_Process_2021) || T cell proliferation (GO:0042098) (GO_Biological_Process_2021) || regulation of cytokine-mediated signaling pathway (GO:0001959) (GO_Biological_Process_2021)
3623       | CD14+ Monocytes (-0.55)   | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || calcium ion export (GO:1901660) (GO_Biological_Process_2021) || negative regulation of mitochondrial membrane potential (GO:0010917) (GO_Biological_Process_2021)
4036       | CD14+ Monocytes (-0.31)   | microbody membrane (GO:0031903) (GO_Cellular_Component_2021) || peroxisomal membrane (GO:0005778) (GO_Cellular_Component_2021) || protein import into peroxisome membrane (GO:0045046) (GO_Biological_Process_2021)
2511       | CD4 T cells (0.27)        | NADH dehydrogenase activity (GO:0003954) (GO_Molecular_Function_2021) || GABA receptor binding (GO:0050811) (GO_Molecular_Function_2021) || DNA-directed DNA polymerase activity (GO:0003887) (GO_Molecular_Function_2021)
